mã sự kiện,tiêu đề sự kiện,tiêu đề sự kiện (tiếng Anh),ngày công bố,ngày thực hiện,liên kết nguồn,mã loại sự kiện,tỷ lệ,giá trị,ngày chốt quyền,ngày không hưởng quyền,tên loại sự kiện,tên loại sự kiện (tiếng Anh),mã chứng khoán
28700393,"LPB - Niêm yết bổ sung 328,511,047 cổ phiếu","LPB- Lists additional 328,511,047 shares",2023-10-06,2023-10-03T00:00:00,http://fiinpro.com/News/Detail/10948204?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,LPB
32680677,"LPB - Niêm yết bổ sung 500,000,000 cổ phiếu","LPB- Lists additional 500,000,000 shares",2024-01-05,2024-01-05T00:00:00,http://fiinpro.com/News/Detail/11041096?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,LPB
26476179,"MBB - Niêm yết bổ sung 680,097,919 cổ phiếu","MBB- Lists additional 680,097,919 shares",2023-08-17,2023-08-14T00:00:00,http://fiinpro.com/News/Detail/10899176?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,MBB
23666318,MBB - Trả cổ tức Cả năm năm 2022 bằng tiền 500 đồng/cổ phiếu,MBB - Pay cash dividend 2022 - Year at VND 500/share,2023-06-09,2023-07-10T00:00:00,http://fiinpro.com/News/Detail/10810115?lang=vi-vn,DIV,0.05,500,2023-06-15T00:00:00,2023-06-14,Trả cổ tức bằng tiền mặt,Cash Dividend,MBB
38295101,MBB - Trả cổ tức Cả năm năm 2023 bằng tiền 500 đồng/cổ phiếu,MBB - Pay cash dividend 2023 - Year at VND 500/share,2024-05-17,2024-06-14T00:00:00,http://fiinpro.com/News/Detail/11187971?lang=vi-vn,DIV,0.05,500,2024-05-24T00:00:00,2024-05-23,Trả cổ tức bằng tiền mặt,Cash Dividend,MBB
27121,MBB - Niêm yết bổ sung 10.802.256 cổ phiếu,"MBB - Lists  additional 10,802,256 shares",2019-12-24,2023-05-12T00:00:00,http://fiinpro.com/News/Detail/4190080?lang=vi-VN,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,MBB
24895828,MBB - Phát hành cổ phiếu trả cổ tức tỷ lệ 15%,MBB - Issues dividend shares at 15%,2023-07-12,2023-07-14T00:00:00,http://fiinpro.com/News/Detail/10852477?lang=vi-vn,ISS,0.15,0,2023-07-17T00:00:00,2023-07-14,Phát hành cổ phiếu,Share Issue,MBB
49356659,MBB - Phát hành cổ phiếu trả cổ tức tỷ lệ 15%,MBB - Issues dividend shares at 15%,2024-12-31,2025-01-07T00:00:00,http://fiinpro.com/News/Detail/11422316?lang=vi-vn,ISS,0.15,0,2025-01-08T00:00:00,2025-01-07,Phát hành cổ phiếu,Share Issue,MBB
38282443,"MBB - Niêm yết bổ sung 73,000,000 cổ phiếu","MBB- Lists additional 73,000,000 shares",2024-05-17,2024-05-15T00:00:00,http://fiinpro.com/News/Detail/11187968?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,MBB
52201860,MBB - Niêm yết bổ sung 795.948.607 cổ phiếu,"MBB- Lists additional 795,948,607 shares",2025-02-26,2025-02-24T00:00:00,http://fiinpro.com/News/Detail/11475086?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,MBB
27122,MBB - Niêm yết bổ sung 10.802.259 cổ phiếu,"MBB - Lists  additional 10,802,259 shares",2019-12-25,2024-12-06T00:00:00,http://fiinpro.com/News/Detail/4190080?lang=vi-VN,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,MBB
48790715,MBB - Niêm yết bổ sung 19.240.000 cổ phiếu,"MBB- Lists additional 19,240,000 shares",2024-12-20,2024-12-18T00:00:00,http://fiinpro.com/News/Detail/11411495?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,MBB
17350067,"MSB - Niêm yết bổ sung 14,250,000 cổ phiếu","MSB- Lists additional 14,250,000 shares",2023-01-10,2023-01-06T00:00:00,http://fiinpro.com/News/Detail/10657524?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,MSB
42786749,MSB - Phát hành cổ phiếu trả cổ tức tỷ lệ 30%,MSB - Issues dividend shares at 30%,2024-08-20,2024-08-28T00:00:00,http://fiinpro.com/News/Detail/11295931?lang=vi-vn,ISS,0.3,0,2024-08-29T00:00:00,2024-08-28,Phát hành cổ phiếu,Share Issue,MSB
45269245,MSB - Niêm yết bổ sung 600.000.000 cổ phiếu,"MSB- Lists additional 600,000,000 shares",2024-10-10,2024-10-10T00:00:00,http://fiinpro.com/News/Detail/11343892?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,MSB
40570140,"MSN - Niêm yết bổ sung 7,508,211 cổ phiếu","MSN- Lists additional 7,508,211 shares",2024-07-05,2024-07-04T00:00:00,http://fiinpro.com/News/Detail/11246825?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,MSN
9198645,"MSN - Niêm yết bổ sung 7,083,207 cổ phiếu","MSN- Lists additional 7,083,207 shares",2022-06-23,2023-06-08T00:00:00,http://fiinpro.com/News/Detail/10376174?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,MSN
26387053,"MSN - Niêm yết bổ sung 7,118,623 cổ phiếu","MSN- Lists additional 7,118,623 shares",2023-08-15,2023-08-11T00:00:00,http://fiinpro.com/News/Detail/10896441?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,MSN
58670471,MWG - Trả cổ tức Cả năm năm 2024 bằng tiền 1000 đồng/cổ phiếu,MWG - Pay cash dividend 2024 - Year at VND 1000/share,2025-07-01,2025-08-08T00:00:00,http://fiinpro.com/News/Detail/11616614?lang=vi-vn,DIV,0.1,1000,2025-07-25T00:00:00,2025-07-24,Trả cổ tức bằng tiền mặt,Cash Dividend,MWG
27562,MWG - Niêm yết bổ sung 2.326.744 cổ phiếu,"MWG - Lists additional 2,326,744 shares",2021-05-07,2025-04-09T00:00:00,http://fiinpro.com/News/Detail/7581731?lang=vi-VN,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,MWG
56334253,MWG - Niêm yết bổ sung 17.449.000 cổ phiếu,"MWG- Lists additional 17,449,000 shares",2025-05-16,2025-05-14T00:00:00,https://www.hsx.vn/vi/tin-tuc/mwg-thong-bao-ve-viec-niem-yet-va-giao-dich-co-phieu-thay-doi-niem-yet/2375104,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,MWG
27556,MWG - Niêm yết bổ sung 3.228.560 cổ phiếu,"MWG - Lists additional 3,228,560 shares",2021-02-03,2023-01-13T00:00:00,http://fiinpro.com/News/Detail/6868248?lang=vi-VN,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,MWG
27557,MWG - Niêm yết bổ sung 2.326.742 cổ phiếu,"MWG - Lists additional 2,326,742 shares",2021-05-07,2023-04-05T00:00:00,http://fiinpro.com/News/Detail/7581731?lang=vi-VN,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,MWG
27558,MWG - Niêm yết bổ sung 2.415.953 cổ phiếu,"MWG - Lists 2,415,953 additional shares",2020-02-06,2024-01-12T00:00:00,http://fiinpro.com/News/Detail/4418080?lang=vi-VN,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,MWG
27559,MWG - Niêm yết bổ sung 3.228.560 cổ phiếu,"MWG - Lists additional 3,228,560 shares",2021-02-03,2024-01-15T00:00:00,http://fiinpro.com/News/Detail/6868248?lang=vi-VN,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,MWG
27554,MWG - Niêm yết bổ sung 3.182.380 cổ phiếu ,"MWG - Lists 3,182,380 additional shares",2019-01-28,2023-01-06T00:00:00,http://fiinpro.com/News/Detail/2768898?lang=vi-VN,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,MWG
27555,MWG - Niêm yết bổ sung 2.415.952 cổ phiếu,"MWG - Lists 2,415,952 additional shares",2020-02-06,2023-01-11T00:00:00,http://fiinpro.com/News/Detail/4418080?lang=vi-VN,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,MWG
24849239,MWG - Trả cổ tức Cả năm năm 2022 bằng tiền 500 đồng/cổ phiếu,MWG - Pay cash dividend 2022 - Year at VND 500/share,2023-07-07,2023-08-10T00:00:00,http://fiinpro.com/News/Detail/10848536?lang=vi-vn,DIV,0.05,500,2023-07-28T00:00:00,2023-07-27,Trả cổ tức bằng tiền mặt,Cash Dividend,MWG
39863956,MWG - Trả cổ tức Cả năm năm 2023 bằng tiền 500 đồng/cổ phiếu,MWG - Pay cash dividend 2023 - Year at VND 500/share,2024-06-19,2024-07-10T00:00:00,https://www.hsx.vn/Modules/Cms/Web/DownloadFile/c8df3a12-3510-4587-adcc-9b96f6c22641?ridx=1501407648,DIV,0.05,500,2024-07-01T00:00:00,2024-06-28,Trả cổ tức bằng tiền mặt,Cash Dividend,MWG
27561,MWG - Niêm yết bổ sung 3.228.560 cổ phiếu,"MWG - Lists additional 3,228,560 shares",2021-02-03,2025-01-16T00:00:00,http://fiinpro.com/News/Detail/6868248?lang=vi-VN,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,MWG
27560,MWG - Niêm yết bổ sung 2.326.742 cổ phiếu,"MWG - Lists additional 2,326,742 shares",2021-05-07,2024-04-08T00:00:00,http://fiinpro.com/News/Detail/7581731?lang=vi-VN,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,MWG
38946060,"MWG - Giảm niêm yết 1,132,539 cổ phiếu","MWG - Decreases 1,132,539 listed shares",2024-05-31,2024-06-03T00:00:00,http://fiinpro.com/News/Detail/11201482?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,MWG
23219303,"MWG - Giảm niêm yết 502,564 cổ phiếu","MWG - Decreases 502,564 listed shares",2023-05-26,2023-05-30T00:00:00,http://fiinpro.com/News/Detail/10795180?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,MWG
56436709,NAB - Niêm yết bổ sung 50.000.000 cổ phiếu,"NAB- Lists additional 50,000,000 shares",2025-05-21,2025-05-14T00:00:00,http://fiinpro.com/News/Detail/11587367?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,NAB
8646021,"NAB - Đăng ký giao dịch bổ sung 143,000,000 cổ phiếu","NAB - Registers additional 143,000,000 shares",2022-06-13,2023-02-17T00:00:00,http://fiinpro.com/News/Detail/10366880?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,NAB
24368509,NAB - Phát hành cổ phiếu thưởng tỷ lệ 25%,NAB - Issues bonus shares at 25%,2023-06-29,2023-07-06T00:00:00,http://fiinpro.com/News/Detail/10828620?lang=vi-vn,ISS,0.25,0,2023-07-07T00:00:00,2023-07-06,Phát hành cổ phiếu,Share Issue,NAB
40585801,NAB - Phát hành cổ phiếu thưởng tỷ lệ 25%,NAB - Issues bonus shares at 25%,2024-07-05,2024-07-11T00:00:00,http://fiinpro.com/News/Detail/11246723?lang=vi-vn,ISS,0.25,0,2024-07-12T00:00:00,2024-07-11,Phát hành cổ phiếu,Share Issue,NAB
58829255,NAB - Phát hành cổ phiếu thưởng tỷ lệ 25%,NAB - Issues bonus shares at 25%,2025-07-04,2025-07-10T00:00:00,http://fiinpro.com/News/Detail/11621097?lang=vi-vn,ISS,0.25,0,2025-07-11T00:00:00,2025-07-10,Phát hành cổ phiếu,Share Issue,NAB
26342532,"NAB - Đăng ký giao dịch bổ sung 211,606,954 cổ phiếu","NAB - Registers additional 211,606,954 shares",2023-08-14,2023-08-07T00:00:00,http://fiinpro.com/News/Detail/10895385?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,NAB
42722251,"NAB - Niêm yết bổ sung 264,508,938 cổ phiếu","NAB- Lists additional 264,508,938 shares",2024-08-16,2024-08-12T00:00:00,http://fiinpro.com/News/Detail/11293244?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,NAB
48357888,NKG - Phát hành cổ phiếu cho cổ đông hiện hữu tỷ lệ 2 : 1 giá 12.000 đồng/cp,"NKG - Issues additional shares for existing shareholders at 2 : 1 at VND 12,000/share",2024-12-11,2024-12-19T00:00:00,http://fiinpro.com/News/Detail/11403733?lang=vi-vn,ISS,0.5,0,2024-12-20T00:00:00,2024-12-19,Phát hành cổ phiếu,Share Issue,NKG
53564521,NKG - Niêm yết bổ sung 131.638.903 cổ phiếu,"NKG- Lists additional 131,638,903 shares",2025-03-25,2025-03-24T00:00:00,https://www.hsx.vn/Modules/Cms/Web/DownloadFile/5d54d39b-da84-4e5e-a31d-c185dc8b5017?ridx=880318449,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,NKG
50442802,NKG - Niêm yết bổ sung 52.654.172 cổ phiếu,"NKG- Lists additional 52,654,172 shares",2025-01-22,2025-01-21T00:00:00,http://fiinpro.com/News/Detail/11442225?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,NKG
52252215,NLG - Niêm yết bổ sung 297.833 cổ phiếu,"NLG- Lists additional 297,833 shares",2025-02-27,2025-02-18T00:00:00,http://fiinpro.com/News/Detail/11477071?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,NLG
22797540,NLG - Trả cổ tức Đợt 2 năm 2022 bằng tiền 200 đồng/cổ phiếu,NLG - Pay cash dividend 2022 - Interim 2 at VND 200/share,2023-05-19,2023-06-30T00:00:00,http://fiinpro.com/News/Detail/10787844?lang=vi-vn,DIV,0.02,200,2023-05-30T00:00:00,2023-05-29,Trả cổ tức bằng tiền mặt,Cash Dividend,NLG
38484411,NLG - Trả cổ tức Cả năm năm 2023 bằng tiền 499 đồng/cổ phiếu,NLG - Pay cash dividend 2023 - Year at VND 499/share,2024-05-21,2024-06-28T00:00:00,http://fiinpro.com/News/Detail/11191111?lang=vi-vn,DIV,0.0499,499,2024-05-30T00:00:00,2024-05-29,Trả cổ tức bằng tiền mặt,Cash Dividend,NLG
57067092,NLG - Trả cổ tức Cả năm năm 2024 bằng tiền 499 đồng/cổ phiếu,NLG - Pay cash dividend 2024 - Year at VND 499/share,2025-05-30,2025-06-30T00:00:00,http://fiinpro.com/News/Detail/11591654?lang=vi-vn,DIV,0.0499,499,2025-06-06T00:00:00,2025-06-05,Trả cổ tức bằng tiền mặt,Cash Dividend,NLG
32126787,"NLG - Niêm yết bổ sung 697,171 cổ phiếu","NLG- Lists additional 697,171 shares",2023-12-22,2023-12-21T00:00:00,http://fiinpro.com/News/Detail/11028689?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,NLG
50054852,NT2 - Trả cổ tức Đợt 2 năm 2023 bằng tiền 800 đồng/cổ phiếu,NT2 - Pay cash dividend 2023 - Interim 2 at VND 800/share,2025-01-14,2025-02-12T00:00:00,https://www.hsx.vn/Modules/Cms/Web/DownloadFile/8b07d885-1b35-4307-93fd-ce3c145594a7?ridx=384863715,DIV,0.08,800,2025-01-20T00:00:00,2025-01-17,Trả cổ tức bằng tiền mặt,Cash Dividend,NT2
20074273,NT2 - Trả cổ tức Đợt 1 năm 2022 bằng tiền 1000 đồng/cổ phiếu,NT2 - Pay cash dividend 2022 - Interim 1 at VND 1000/share,2023-03-17,2023-03-31T00:00:00,http://fiinpro.com/News/Detail/10721549?lang=vi-vn,DIV,0.1,1000,2023-03-24T00:00:00,2023-03-23,Trả cổ tức bằng tiền mặt,Cash Dividend,NT2
27427736,NT2 - Trả cổ tức Đợt 2 năm 2022 bằng tiền 1500 đồng/cổ phiếu,NT2 - Pay cash dividend 2022 - Interim 2 at VND 1500/share,2023-09-07,2023-09-29T00:00:00,http://fiinpro.com/News/Detail/10920968?lang=vi-vn,DIV,0.15,1500,2023-09-15T00:00:00,2023-09-14,Trả cổ tức bằng tiền mặt,Cash Dividend,NT2
34990859,NT2 - Trả cổ tức Đợt 1 năm 2023 bằng tiền 700 đồng/cổ phiếu,NT2 - Pay cash dividend 2023 - Interim 1 at VND 700/share,2024-03-06,2024-03-29T00:00:00,http://fiinpro.com/News/Detail/11108684?lang=vi-vn,DIV,0.07,700,2024-03-15T00:00:00,2024-03-14,Trả cổ tức bằng tiền mặt,Cash Dividend,NT2
59034294,OCB - Trả cổ tức Cả năm năm 2024 bằng tiền 700 đồng/cổ phiếu,OCB - Pay cash dividend 2024 - Year at VND 700/share,2025-07-08,2025-08-07T00:00:00,http://fiinpro.com/News/Detail/11625623?lang=vi-vn,DIV,0.07,700,2025-07-18T00:00:00,2025-07-17,Trả cổ tức bằng tiền mặt,Cash Dividend,OCB
42835432,OCB - Phát hành cổ phiếu trả cổ tức tỷ lệ 20%,OCB - Issues dividend shares at 20%,2024-08-21,2024-08-29T00:00:00,http://fiinpro.com/News/Detail/11297547?lang=vi-vn,ISS,0.2,0,2024-08-30T00:00:00,2024-08-29,Phát hành cổ phiếu,Share Issue,OCB
27699749,OCB - Phát hành cổ phiếu thưởng tỷ lệ 50%,OCB - Issues bonus shares at 50%,2023-09-14,2023-09-20T00:00:00,http://fiinpro.com/News/Detail/10927881?lang=vi-vn,ISS,0.5,0,2023-09-21T00:00:00,2023-09-20,Phát hành cổ phiếu,Share Issue,OCB
60186622,OCB - Phát hành cổ phiếu thưởng tỷ lệ 8%,OCB - Issues bonus shares at 8%,2025-07-31,2025-08-08T00:00:00,http://fiinpro.com/News/Detail/11657772?lang=vi-vn,ISS,0.08,0,2025-08-11T00:00:00,2025-08-08,Phát hành cổ phiếu,Share Issue,OCB
32311259,"OCB - Niêm yết bổ sung 684,941,431 cổ phiếu","OCB- Lists additional 684,941,431 shares",2023-12-29,2023-12-27T00:00:00,https://www.hsx.vn/Modules/Cms/Web/DownloadFile/add5605d-c62a-441d-9aab-a4c4ecc84e4e?ridx=1786536602,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,OCB
45565069,OCB - Niêm yết bổ sung 410.964.858 cổ phiếu,"OCB- Lists additional 410,964,858 shares",2024-10-16,2024-10-09T00:00:00,http://fiinpro.com/News/Detail/11349057?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,OCB
24925340,"PAN - Giảm niêm yết 64,000 cổ phiếu","PAN - Decreases 64,000 listed shares",2023-07-13,2023-07-14T00:00:00,http://fiinpro.com/News/Detail/10854134?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,PAN
39911750,PAN - Trả cổ tức Cả năm năm 2023 bằng tiền 500 đồng/cổ phiếu,PAN - Pay cash dividend 2023 - Year at VND 500/share,2024-06-20,2024-07-08T00:00:00,http://fiinpro.com/News/Detail/11223394?lang=vi-vn,DIV,0.05,500,2024-06-27T00:00:00,2024-06-26,Trả cổ tức bằng tiền mặt,Cash Dividend,PAN
30260700,PC1 - Phát hành cổ phiếu trả cổ tức tỷ lệ 15%,PC1 - Issues dividend shares at 15%,2023-11-14,2023-11-22T00:00:00,https://www.hsx.vn/Modules/Cms/Web/DownloadFile/784757da-7f33-42e1-ac6e-f0b6038e4a25?ridx=1946921104,ISS,0.15,0,2023-11-23T00:00:00,2023-11-22,Phát hành cổ phiếu,Share Issue,PC1
32172895,"PC1 - Niêm yết bổ sung 40,562,556 cổ phiếu","PC1- Lists additional 40,562,556 shares",2023-12-26,2023-12-26T00:00:00,https://www.hsx.vn/Modules/Cms/Web/DownloadFile/5bf51685-1bc7-4a77-bb88-d6da4864cc1a?ridx=1678635697,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,PC1
46223206,PC1 - Phát hành cổ phiếu trả cổ tức tỷ lệ 15%,PC1 - Issues dividend shares at 15%,2024-10-28,2024-11-07T00:00:00,http://fiinpro.com/News/Detail/11363431?lang=vi-vn,ISS,0.15,0,2024-11-08T00:00:00,2024-11-07,Phát hành cổ phiếu,Share Issue,PC1
2512766,PC1 - Niêm yết bổ sung 5.734.541 cổ phiếu,"PC1 - Lists additional 5,734,541 shares",2021-12-28,2023-11-13T00:00:00,http://fiinpro.com/News/Detail/10157028?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,PC1
49440463,PC1 - Niêm yết bổ sung 46.646.563 cổ phiếu,"PC1- Lists additional 46,646,563 shares",2025-01-02,2025-01-02T00:00:00,http://fiinpro.com/News/Detail/11424253?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,PC1
37637433,"PDR - Phát hành cổ phiếu cho cổ đông hiện hữu tỷ lệ 5,5 : 1 giá 10.000 đồng/cp","PDR - Issues additional shares for existing shareholders at 5.5 : 1 at VND 10,000/share",2024-05-03,2024-05-10T00:00:00,http://fiinpro.com/News/Detail/11171598?lang=vi-vn,ISS,0.18181818,0,2024-05-13T00:00:00,2024-05-10,Phát hành cổ phiếu,Share Issue,PDR
60134189,PDR - Phát hành cổ phiếu trả cổ tức tỷ lệ 8%,PDR - Issues dividend shares at 8%,2025-07-30,2025-08-04T00:00:00,http://fiinpro.com/News/Detail/11654898?lang=vi-vn,ISS,0.08,0,2025-08-05T00:00:00,2025-08-04,Phát hành cổ phiếu,Share Issue,PDR
56539325,PDR - Niêm yết bổ sung 34.095.000 cổ phiếu,"PDR- Lists additional 34,095,000 shares",2025-05-23,2025-05-23T00:00:00,http://fiinpro.com/News/Detail/11588562?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,PDR
2569057,PDR - Niêm yết bổ sung 3.000.000 cổ phiếu,"PDR - Lists additional 3,000,000 shares",2021-12-29,2024-11-18T00:00:00,https://www.hsx.vn/Modules/Cms/Web/DownloadFile/9a04816d-30aa-4072-bee4-b73ae8ec84ca?ridx=1903895603,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,PDR
40810494,"PDR - Niêm yết bổ sung 134,329,243 cổ phiếu","PDR- Lists additional 134,329,243 shares",2024-07-10,2024-07-09T00:00:00,http://fiinpro.com/News/Detail/11251901?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,PDR
33700195,"PDR - Niêm yết bổ sung 67,164,621 cổ phiếu","PDR- Lists additional 67,164,621 shares",2023-12-13,2023-12-11T00:00:00,http://fiinpro.com/News/Detail/11019702?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,PDR
2569030,PDR - Niêm yết bổ sung 3.000.000 cổ phiếu,"PDR - Lists additional 3,000,000 shares",2021-12-29,2023-11-20T00:00:00,https://www.hsx.vn/Modules/Cms/Web/DownloadFile/9a04816d-30aa-4072-bee4-b73ae8ec84ca?ridx=1903895603,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,PDR
16079152,PHR - Trả cổ tức Đợt 1 năm 2022 bằng tiền 2000 đồng/cổ phiếu,PHR - Pay cash dividend 2022 - Interim 1 at VND 2000/share,2022-12-09,2023-02-16T00:00:00,http://fiinpro.com/News/Detail/10632762?lang=vi-vn,DIV,0.2,2000,2022-12-19T00:00:00,2022-12-16,Trả cổ tức bằng tiền mặt,Cash Dividend,PHR
16079164,PHR - Trả cổ tức Đợt 2 năm 2022 bằng tiền 2000 đồng/cổ phiếu,PHR - Pay cash dividend 2022 - Interim 2 at VND 2000/share,2022-12-09,2023-05-16T00:00:00,http://fiinpro.com/News/Detail/10632762?lang=vi-vn,DIV,0.2,2000,2022-12-19T00:00:00,2022-12-16,Trả cổ tức bằng tiền mặt,Cash Dividend,PHR
26756061,PHR - Trả cổ tức Đợt 3 năm 2022 bằng tiền 1950 đồng/cổ phiếu,PHR - Pay cash dividend 2022 - Interim 3 at VND 1950/share,2023-08-23,2023-12-25T00:00:00,http://fiinpro.com/News/Detail/10906228?lang=vi-vn,DIV,0.195,1950,2023-09-11T00:00:00,2023-09-08,Trả cổ tức bằng tiền mặt,Cash Dividend,PHR
47310287,PHR - Trả cổ tức Cả năm năm 2023 bằng tiền 3000 đồng/cổ phiếu,PHR - Pay cash dividend 2023 - Year at VND 3000/share,2024-11-20,2024-12-27T00:00:00,http://fiinpro.com/News/Detail/11385159?lang=vi-vn,DIV,0.3,3000,2024-12-16T00:00:00,2024-12-13,Trả cổ tức bằng tiền mặt,Cash Dividend,PHR
37917277,PLX - Trả cổ tức Cả năm năm 2023 bằng tiền 1500 đồng/cổ phiếu,PLX - Pay cash dividend 2023 - Year at VND 1500/share,2024-05-09,2024-05-28T00:00:00,http://fiinpro.com/News/Detail/11178991?lang=vi-vn,DIV,0.15,1500,2024-05-15T00:00:00,2024-05-14,Trả cổ tức bằng tiền mặt,Cash Dividend,PLX
57221583,PLX - Trả cổ tức Cả năm năm 2024 bằng tiền 1200 đồng/cổ phiếu,PLX - Pay cash dividend 2024 - Year at VND 1200/share,2025-06-05,2025-06-24T00:00:00,http://fiinpro.com/News/Detail/11593450?lang=vi-vn,DIV,0.12,1200,2025-06-11T00:00:00,2025-06-10,Trả cổ tức bằng tiền mặt,Cash Dividend,PLX
27832047,PLX - Trả cổ tức Cả năm năm 2022 bằng tiền 700 đồng/cổ phiếu,PLX - Pay cash dividend 2022 - Year at VND 700/share,2023-09-15,2023-10-10T00:00:00,http://fiinpro.com/News/Detail/10929496?lang=vi-vn,DIV,0.07,700,2023-09-22T00:00:00,2023-09-21,Trả cổ tức bằng tiền mặt,Cash Dividend,PLX
18576302,"PNJ - Niêm yết bổ sung 81,997,568 cổ phiếu","PNJ- Lists additional 81,997,568 shares",2023-02-08,2023-02-07T00:00:00,http://fiinpro.com/News/Detail/10682423?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,PNJ
16876997,PNJ - Trả cổ tức Đợt 1 năm 2022 bằng tiền 600 đồng/cổ phiếu,PNJ - Pay cash dividend 2022 - Interim 1 at VND 600/share,2022-12-29,2023-01-30T00:00:00,http://fiinpro.com/News/Detail/10649286?lang=vi-vn,DIV,0.06,600,2023-01-09T00:00:00,2023-01-06,Trả cổ tức bằng tiền mặt,Cash Dividend,PNJ
23405004,PNJ - Trả cổ tức Đợt 2 năm 2022 bằng tiền 600 đồng/cổ phiếu,PNJ - Pay cash dividend 2022 - Interim 2 at VND 600/share,2023-06-02,2023-07-12T00:00:00,http://fiinpro.com/News/Detail/10803037?lang=vi-vn,DIV,0.06,600,2023-06-12T00:00:00,2023-06-09,Trả cổ tức bằng tiền mặt,Cash Dividend,PNJ
